2024-08-06T11:54:40.038179445Z I0806 11:54:40.038058       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="131.59µs" userAgent="kube-probe/1.27" audit-ID="386ff43c-c35b-4087-ba8e-26caa5fffa7c" srcIP="10.10.110.11:40744" resp=200
2024-08-06T11:55:01.604166609Z E0806 11:55:01.604121       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="f9997f5f-c6eb-4285-8e6c-32ef913228b1"
2024-08-06T11:55:01.604183250Z E0806 11:55:01.604146       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:55:01.605256005Z E0806 11:55:01.605222       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:01.606382562Z E0806 11:55:01.606352       1 timeout.go:141] post-timeout activity - time-elapsed: 2.784262ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:01.606609713Z I0806 11:55:01.606572       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="17.21716ms" userAgent="Go-http-client/2.0" audit-ID="065178bd-e879-4203-a908-8757c1ad71db" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:01.606618510Z E0806 11:55:01.606592       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="065178bd-e879-4203-a908-8757c1ad71db"
2024-08-06T11:55:01.606690216Z E0806 11:55:01.606661       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:55:01.609748146Z I0806 11:55:01.609699       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="20.369741ms" userAgent="Go-http-client/2.0" audit-ID="0f2a7fb4-ce07-42ca-b4c4-0e36be84c797" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:01.609794013Z E0806 11:55:01.609720       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="0f2a7fb4-ce07-42ca-b4c4-0e36be84c797"
2024-08-06T11:55:01.609814182Z I0806 11:55:01.609737       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="20.361114ms" userAgent="Go-http-client/2.0" audit-ID="266ad02d-fcd5-4ee8-9797-af75f8bf31fd" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:01.609834260Z E0806 11:55:01.609752       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="266ad02d-fcd5-4ee8-9797-af75f8bf31fd"
2024-08-06T11:55:01.609843638Z E0806 11:55:01.609773       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:55:01.609856211Z E0806 11:55:01.609829       1 writers.go:118] apiserver was unable to write a JSON response: http: Handler timeout
2024-08-06T11:55:01.609966120Z E0806 11:55:01.609933       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:55:01.613110905Z E0806 11:55:01.613061       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:55:01.616409453Z E0806 11:55:01.616351       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:01.617444105Z E0806 11:55:01.617394       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
2024-08-06T11:55:01.618550003Z E0806 11:55:01.618503       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:55:01.619623850Z E0806 11:55:01.619576       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:01.620811062Z E0806 11:55:01.620754       1 timeout.go:141] post-timeout activity - time-elapsed: 16.602404ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:01.621765443Z E0806 11:55:01.621725       1 writers.go:131] apiserver was unable to write a fallback JSON response: http: Handler timeout
2024-08-06T11:55:01.622842786Z E0806 11:55:01.622803       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:01.624088529Z E0806 11:55:01.624028       1 timeout.go:141] post-timeout activity - time-elapsed: 17.41755ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:01.626142155Z E0806 11:55:01.626084       1 timeout.go:141] post-timeout activity - time-elapsed: 16.316312ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:01.627376637Z E0806 11:55:01.627321       1 timeout.go:141] post-timeout activity - time-elapsed: 17.575029ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:10.038439574Z I0806 11:55:10.038305       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="330.778µs" userAgent="kube-probe/1.27" audit-ID="eec0a0a2-9da4-4ee8-8fec-525693ca8cb6" srcIP="10.10.110.11:52962" resp=200
2024-08-06T11:55:10.041362118Z I0806 11:55:10.041223       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="3.915368ms" userAgent="kube-probe/1.27" audit-ID="bf7ba8d9-8042-4373-83b5-7a49b3adbca4" srcIP="10.10.110.11:52946" resp=200
2024-08-06T11:55:20.036634190Z I0806 11:55:20.036520       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="248.011µs" userAgent="kube-probe/1.27" audit-ID="3efabfc4-6106-426d-9b8e-f6f2c9fcda6b" srcIP="10.10.110.11:51240" resp=200
2024-08-06T11:55:20.041804528Z I0806 11:55:20.041714       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="6.298769ms" userAgent="kube-probe/1.27" audit-ID="e422b5d8-005f-4432-a35e-95bbcea4c600" srcIP="10.10.110.11:51242" resp=200
2024-08-06T11:55:30.040640362Z I0806 11:55:30.040517       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="115.71µs" userAgent="kube-probe/1.27" audit-ID="ba5d259d-9b65-4ab1-a44c-4c551b269bd5" srcIP="10.10.110.11:54518" resp=200
2024-08-06T11:55:30.045982616Z I0806 11:55:30.045895       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="6.218466ms" userAgent="kube-probe/1.27" audit-ID="b4bf99de-8263-4229-ab12-1d019be9796d" srcIP="10.10.110.11:54522" resp=200
2024-08-06T11:55:30.782357617Z I0806 11:55:30.782262       1 httplog.go:131] "HTTP" verb="GET" URI="/apis" latency="1.508542ms" userAgent="" audit-ID="afb3a86c-0104-4cd8-8cff-4769407071b5" srcIP="10.10.110.11:38614" resp=406
2024-08-06T11:55:30.806507266Z I0806 11:55:30.806423       1 httplog.go:131] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="23.314004ms" userAgent="" audit-ID="fd554d79-4534-4293-a080-d16ca1822b60" srcIP="10.10.110.11:38614" resp=200
2024-08-06T11:55:31.603770706Z I0806 11:55:31.603682       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="12.43596ms" userAgent="Go-http-client/2.0" audit-ID="7c8d639f-04a8-407c-8ba0-0c0a3073f604" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:31.603797347Z E0806 11:55:31.603726       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="7c8d639f-04a8-407c-8ba0-0c0a3073f604"
2024-08-06T11:55:31.603804691Z E0806 11:55:31.603731       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:55:31.603860206Z I0806 11:55:31.603804       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="12.603698ms" userAgent="Go-http-client/2.0" audit-ID="38d1e179-cc38-4464-909e-78adfcb80917" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:31.603911674Z E0806 11:55:31.603833       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="38d1e179-cc38-4464-909e-78adfcb80917"
2024-08-06T11:55:31.603940057Z E0806 11:55:31.603901       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:55:31.604174071Z I0806 11:55:31.604087       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="14.281681ms" userAgent="Go-http-client/2.0" audit-ID="98ef864a-9300-4718-bed7-b73f1bee8ddf" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:31.604213426Z E0806 11:55:31.604114       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="98ef864a-9300-4718-bed7-b73f1bee8ddf"
2024-08-06T11:55:31.604392656Z E0806 11:55:31.604329       1 writers.go:118] apiserver was unable to write a JSON response: http: Handler timeout
2024-08-06T11:55:31.605251124Z E0806 11:55:31.605219       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:55:31.605622489Z I0806 11:55:31.605582       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="14.392552ms" userAgent="Go-http-client/2.0" audit-ID="5ffefd0a-7ba3-492b-a185-6bba0d4f9010" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:31.605630113Z E0806 11:55:31.605601       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="5ffefd0a-7ba3-492b-a185-6bba0d4f9010"
2024-08-06T11:55:31.605669478Z E0806 11:55:31.605643       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:55:31.606740750Z E0806 11:55:31.606710       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:31.607650756Z I0806 11:55:31.607604       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="11.647434ms" userAgent="Go-http-client/2.0" audit-ID="54a184ad-5575-45fd-9ec7-8d072026b060" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:55:31.607678940Z E0806 11:55:31.607633       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="54a184ad-5575-45fd-9ec7-8d072026b060"
2024-08-06T11:55:31.607713405Z E0806 11:55:31.607690       1 writers.go:118] apiserver was unable to write a JSON response: http: Handler timeout
2024-08-06T11:55:31.608753739Z E0806 11:55:31.608722       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:55:31.610894950Z E0806 11:55:31.610855       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
2024-08-06T11:55:31.613068504Z E0806 11:55:31.613007       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:55:31.614220960Z E0806 11:55:31.614164       1 timeout.go:141] post-timeout activity - time-elapsed: 10.435185ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:31.616282801Z E0806 11:55:31.616215       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
2024-08-06T11:55:31.617389259Z E0806 11:55:31.617335       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:31.618411108Z E0806 11:55:31.618357       1 writers.go:131] apiserver was unable to write a fallback JSON response: http: Handler timeout
2024-08-06T11:55:31.619501215Z E0806 11:55:31.619439       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:55:31.621621257Z E0806 11:55:31.621568       1 writers.go:131] apiserver was unable to write a fallback JSON response: http: Handler timeout
2024-08-06T11:55:31.622879895Z E0806 11:55:31.622821       1 timeout.go:141] post-timeout activity - time-elapsed: 18.970375ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:31.623878058Z E0806 11:55:31.623816       1 timeout.go:141] post-timeout activity - time-elapsed: 19.685121ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:31.624992993Z E0806 11:55:31.624942       1 timeout.go:141] post-timeout activity - time-elapsed: 19.323916ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:31.626045379Z E0806 11:55:31.625995       1 timeout.go:141] post-timeout activity - time-elapsed: 18.34053ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:55:34.028522737Z I0806 11:55:34.028392       1 httplog.go:131] "HTTP" verb="GET" URI="/openapi/v2" latency="1.606788ms" userAgent="" audit-ID="bdde28e1-f180-4d87-bc56-10b937dade00" srcIP="10.10.110.11:38614" resp=304
2024-08-06T11:55:34.028920732Z I0806 11:55:34.028853       1 httplog.go:131] "HTTP" verb="GET" URI="/openapi/v2" latency="2.936952ms" userAgent="" audit-ID="0fa6846b-c322-42cf-b389-925195c3b7fa" srcIP="10.10.110.11:38614" resp=304
2024-08-06T11:55:40.039950711Z I0806 11:55:40.039816       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="246.959µs" userAgent="kube-probe/1.27" audit-ID="1af1e341-68ef-4d3e-8eb7-566c364e36a3" srcIP="10.10.110.11:59354" resp=200
2024-08-06T11:55:40.045591991Z I0806 11:55:40.045497       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="6.629264ms" userAgent="kube-probe/1.27" audit-ID="55ba9154-b475-44c0-b801-d0cd9f0f1008" srcIP="10.10.110.11:59348" resp=200
2024-08-06T11:55:42.722211572Z I0806 11:55:42.722096       1 httplog.go:131] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1?timeout=15m0s" latency="25.503507ms" userAgent="harvester-node-manager-webhook/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID="2b2adefa-9e65-41fb-81ff-3633a4f1061f" srcIP="10.10.110.11:38614" resp=200
2024-08-06T11:55:42.783500050Z I0806 11:55:42.783400       1 httplog.go:131] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1?timeout=15m0s" latency="19.473629ms" userAgent="harvester-node-manager-webhook/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID="51d9237d-361f-47d1-986f-68e7db58d424" srcIP="10.10.110.11:38614" resp=200
2024-08-06T11:55:50.040147256Z I0806 11:55:50.040031       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="206.843µs" userAgent="kube-probe/1.27" audit-ID="07231bce-9e9e-439e-aeb3-825492def603" srcIP="10.10.110.11:39058" resp=200
2024-08-06T11:55:50.047217718Z I0806 11:55:50.047148       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="7.888944ms" userAgent="kube-probe/1.27" audit-ID="ac4687d6-be91-4e27-95d0-738e6785fee8" srcIP="10.10.110.11:39054" resp=200
2024-08-06T11:56:00.040257978Z I0806 11:56:00.040145       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="105.07µs" userAgent="kube-probe/1.27" audit-ID="c0f84cd5-e5b8-41ac-af64-ceb0b436c84d" srcIP="10.10.110.11:43358" resp=200
2024-08-06T11:56:00.047484846Z I0806 11:56:00.047418       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="8.391959ms" userAgent="kube-probe/1.27" audit-ID="29395ee5-49d6-4380-a755-ad460f5c6225" srcIP="10.10.110.11:43364" resp=200
2024-08-06T11:56:01.605426024Z I0806 11:56:01.605359       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="13.635736ms" userAgent="Go-http-client/2.0" audit-ID="ac1e6af2-0207-45fa-ace5-fbafb4565eeb" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:56:01.605454097Z E0806 11:56:01.605394       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="ac1e6af2-0207-45fa-ace5-fbafb4565eeb"
2024-08-06T11:56:01.605535762Z E0806 11:56:01.605498       1 writers.go:118] apiserver was unable to write a JSON response: http: Handler timeout
2024-08-06T11:56:01.605832736Z I0806 11:56:01.605803       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="14.107069ms" userAgent="Go-http-client/2.0" audit-ID="efd12ace-9bab-4708-b40f-350364023fcc" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:56:01.605888040Z E0806 11:56:01.605837       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="efd12ace-9bab-4708-b40f-350364023fcc"
2024-08-06T11:56:01.605900013Z E0806 11:56:01.605856       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:56:01.606248274Z I0806 11:56:01.606160       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="14.461742ms" userAgent="Go-http-client/2.0" audit-ID="3b073c03-3e1e-47d1-8263-feb12d587ef2" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:56:01.606259715Z E0806 11:56:01.606192       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="3b073c03-3e1e-47d1-8263-feb12d587ef2"
2024-08-06T11:56:01.606285865Z I0806 11:56:01.606233       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="14.479946ms" userAgent="Go-http-client/2.0" audit-ID="8ce03e79-294d-4f43-8044-4ca3b7b70713" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:56:01.606327845Z E0806 11:56:01.606295       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="8ce03e79-294d-4f43-8044-4ca3b7b70713"
2024-08-06T11:56:01.606351860Z E0806 11:56:01.606247       1 writers.go:118] apiserver was unable to write a JSON response: http: Handler timeout
2024-08-06T11:56:01.606360998Z E0806 11:56:01.606333       1 writers.go:118] apiserver was unable to write a JSON response: http: Handler timeout
2024-08-06T11:56:01.606517344Z E0806 11:56:01.606456       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
2024-08-06T11:56:01.606791083Z I0806 11:56:01.606748       1 panic.go:838] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="14.592189ms" userAgent="Go-http-client/2.0" audit-ID="1462d9f3-5a6d-4f3b-98ac-90e8cefd6471" srcIP="10.10.110.11:38576" resp=200
2024-08-06T11:56:01.606802295Z E0806 11:56:01.606766       1 wrap.go:53] timeout or abort while handling: method=GET URI="/apis/custom.metrics.k8s.io/v1beta1" audit-ID="1462d9f3-5a6d-4f3b-98ac-90e8cefd6471"
2024-08-06T11:56:01.606833464Z E0806 11:56:01.606810       1 writers.go:118] apiserver was unable to write a JSON response: http2: stream closed
2024-08-06T11:56:01.607940263Z E0806 11:56:01.607898       1 writers.go:131] apiserver was unable to write a fallback JSON response: http: Handler timeout
2024-08-06T11:56:01.609155208Z E0806 11:56:01.609110       1 timeout.go:141] post-timeout activity - time-elapsed: 3.681333ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:56:01.611176432Z E0806 11:56:01.611135       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:56:01.614421918Z E0806 11:56:01.614375       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
2024-08-06T11:56:01.615524129Z E0806 11:56:01.615480       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
2024-08-06T11:56:01.617661263Z E0806 11:56:01.617613       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http2: stream closed"}: http2: stream closed
2024-08-06T11:56:01.619820619Z E0806 11:56:01.619766       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:56:01.620904134Z E0806 11:56:01.620860       1 writers.go:131] apiserver was unable to write a fallback JSON response: http: Handler timeout
2024-08-06T11:56:01.621974204Z E0806 11:56:01.621914       1 writers.go:131] apiserver was unable to write a fallback JSON response: http: Handler timeout
2024-08-06T11:56:01.623056937Z E0806 11:56:01.623007       1 writers.go:131] apiserver was unable to write a fallback JSON response: http2: stream closed
2024-08-06T11:56:01.624312840Z E0806 11:56:01.624258       1 timeout.go:141] post-timeout activity - time-elapsed: 18.425861ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:56:01.625434337Z E0806 11:56:01.625394       1 timeout.go:141] post-timeout activity - time-elapsed: 19.195021ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:56:01.626450194Z E0806 11:56:01.626384       1 timeout.go:141] post-timeout activity - time-elapsed: 20.104095ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:56:01.627468446Z E0806 11:56:01.627419       1 timeout.go:141] post-timeout activity - time-elapsed: 20.634301ms, GET "/apis/custom.metrics.k8s.io/v1beta1" result: <nil>
2024-08-06T11:56:10.036666086Z I0806 11:56:10.036552       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="110.24µs" userAgent="kube-probe/1.27" audit-ID="dc7aa702-ba0c-4411-83e3-76fb09252293" srcIP="10.10.110.11:39402" resp=200
2024-08-06T11:56:10.039670885Z I0806 11:56:10.039600       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="3.867275ms" userAgent="kube-probe/1.27" audit-ID="43ea39fd-aedc-4827-ae04-e8e4723f4376" srcIP="10.10.110.11:39398" resp=200
2024-08-06T11:56:20.039808742Z I0806 11:56:20.039706       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="156.087µs" userAgent="kube-probe/1.27" audit-ID="737239bb-3f44-467e-b4ec-858dc4565480" srcIP="10.10.110.11:36704" resp=200
2024-08-06T11:56:20.042540073Z I0806 11:56:20.042473       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="3.788546ms" userAgent="kube-probe/1.27" audit-ID="9dfdae74-d3ae-4ef4-b961-6b2e6595f906" srcIP="10.10.110.11:36708" resp=200
2024-08-06T11:56:26.090972135Z I0806 11:56:26.090862       1 httplog.go:131] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1?timeout=15m0s" latency="32.17974ms" userAgent="harvester-network-webhook/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID="320048e7-391c-4273-919c-95d5e1788079" srcIP="10.10.110.11:38614" resp=200
2024-08-06T11:56:29.389082249Z I0806 11:56:29.388997       1 httplog.go:131] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1?timeout=15m0s" latency="23.694144ms" userAgent="harvester-network-webhook/v0.0.0 (linux/amd64) kubernetes/$Format" audit-ID="b5fdeb10-f1ee-43c8-9a2b-81ec016e87a1" srcIP="10.10.110.11:38614" resp=200
2024-08-06T11:56:30.036822828Z I0806 11:56:30.036700       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="241.658µs" userAgent="kube-probe/1.27" audit-ID="7df21b29-7326-4730-b1e5-c5058b63ed63" srcIP="10.10.110.11:52180" resp=200
2024-08-06T11:56:30.036976659Z I0806 11:56:30.036903       1 httplog.go:131] "HTTP" verb="GET" URI="/healthz" latency="966.643µs" userAgent="kube-probe/1.27" audit-ID="1ad2c470-5d39-4b49-af91-a899bcb9d5aa" srcIP="10.10.110.11:52184" resp=200
2024-08-06T11:56:30.783016585Z I0806 11:56:30.782896       1 httplog.go:131] "HTTP" verb="GET" URI="/apis" latency="1.522738ms" userAgent="" audit-ID="f57e428d-5b7d-451f-84a9-8dfe49d1d925" srcIP="10.10.110.11:38614" resp=406
2024-08-06T11:56:30.805219651Z I0806 11:56:30.805099       1 httplog.go:131] "HTTP" verb="GET" URI="/apis/custom.metrics.k8s.io/v1beta1" latency="21.379834ms" userAgent="" audit-ID="0c4845cd-7941-42ea-b1b3-61577a837a08" srcIP="10.10.110.11:38614" resp=200
